match_id,match_date,torneo,bloque,fuente,frontera_riesgosa
3917858,2024-01-27,Clausura 2024,8,derivada,false
3918374,2024-01-31,Clausura 2024,8,derivada,false
3918375,2024-02-05,Clausura 2024,8,derivada,false
3918957,2024-02-10,Clausura 2024,8,derivada,false
3918969,2024-02-15,Clausura 2024,8,derivada,false
3918974,2024-02-20,Clausura 2024,8,derivada,false
3918991,2024-02-25,Clausura 2024,8,derivada,false
3919001,2024-03-01,Clausura 2024,8,derivada,false
3919008,2024-03-06,Clausura 2024,8,derivada,false
3919016,2024-03-10,Clausura 2024,8,derivada,false
3919022,2024-03-15,Clausura 2024,8,derivada,false
3919036,2024-03-20,Clausura 2024,8,derivada,false
3919045,2024-03-25,Clausura 2024,8,derivada,false
3919055,2024-03-30,Clausura 2024,8,derivada,false
3919062,2024-04-04,Clausura 2024,8,derivada,false
3919069,2024-04-09,Clausura 2024,8,derivada,false
3919081,2024-04-13,Clausura 2024,8,derivada,false
3919088,2024-04-18,Clausura 2024,8,derivada,false
3919094,2024-04-23,Clausura 2024,8,derivada,false
3919103,2024-04-28,Clausura 2024,8,derivada,false
3936617,2024-05-05,Clausura 2024 (liguilla),9,derivada,false
3936618,2024-05-09,Clausura 2024 (liguilla),9,derivada,false
3937184,2024-05-13,Clausura 2024 (liguilla),9,derivada,false
3937186,2024-05-18,Clausura 2024 (liguilla),9,derivada,false
3937694,2024-05-22,Clausura 2024 (liguilla),9,derivada,false
3937695,2024-05-26,Clausura 2024 (liguilla),9,derivada,false
3939819,2024-07-05,Apertura 2024,10,derivada,false
3939825,2024-07-12,Apertura 2024,10,derivada,false
3939841,2024-07-18,Apertura 2024,10,derivada,false
3939848,2024-07-25,Apertura 2024,10,derivada,false
3939859,2024-08-01,Apertura 2024,10,derivada,false
3939867,2024-08-07,Apertura 2024,10,derivada,false
3939876,2024-08-14,Apertura 2024,10,derivada,false
3939883,2024-08-21,Apertura 2024,10,derivada,false
3939892,2024-08-28,Apertura 2024,10,derivada,false
3939905,2024-09-03,Apertura 2024,10,derivada,false
3939911,2024-09-10,Apertura 2024,10,derivada,false
3939915,2024-09-17,Apertura 2024,10,derivada,false
3939923,2024-09-23,Apertura 2024,10,derivada,false
3939933,2024-09-30,Apertura 2024,10,derivada,false
3939941,2024-10-07,Apertura 2024,10,derivada,false
3939943,2024-10-13,Apertura 2024,10,derivada,false
3939959,2024-10-20,Apertura 2024,10,derivada,false
3968407,2025-01-10,Clausura 2025,11,derivada,false
3969391,2025-01-15,Clausura 2025,11,derivada,false
3969395,2025-01-19,Clausura 2025,11,derivada,false
3970307,2025-01-24,Clausura 2025,11,derivada,false
3970308,2025-01-29,Clausura 2025,11,derivada,false
3971432,2025-02-02,Clausura 2025,11,derivada,false
3971433,2025-02-07,Clausura 2025,11,derivada,false
3972016,2025-02-12,Clausura 2025,11,derivada,false
3972023,2025-02-16,Clausura 2025,11,derivada,false
3972039,2025-02-21,Clausura 2025,11,derivada,false
3972043,2025-02-26,Clausura 2025,11,derivada,false
3972053,2025-03-02,Clausura 2025,11,derivada,false
3972062,2025-03-07,Clausura 2025,11,derivada,false
3972074,2025-03-11,Clausura 2025,11,derivada,false
3972080,2025-03-16,Clausura 2025,11,derivada,false
3972087,2025-03-21,Clausura 2025,11,derivada,false
3972100,2025-03-25,Clausura 2025,11,derivada,false
3972111,2025-03-30,Clausura 2025,11,derivada,false
3972118,2025-04-04,Clausura 2025,11,derivada,false
3972127,2025-04-08,Clausura 2025,11,derivada,false
3972136,2025-04-13,Clausura 2025,11,derivada,false
3972145,2025-04-18,Clausura 2025,11,derivada,false
3972155,2025-04-22,Clausura 2025,11,derivada,false
3972162,2025-04-27,Clausura 2025,11,derivada,false
3993382,2025-05-04,Clausura 2025 (liguilla),12,derivada,false
3993383,2025-05-08,Clausura 2025 (liguilla),12,derivada,false
3994837,2025-05-12,Clausura 2025 (liguilla),12,derivada,false
3994839,2025-05-17,Clausura 2025 (liguilla),12,derivada,false
3995373,2025-05-21,Clausura 2025 (liguilla),12,derivada,false
3995374,2025-05-25,Clausura 2025 (liguilla),12,derivada,false
